ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro;Lucro Tratado;Marca do produto;Descrição complementar do produto;Descrição do produto;Preço Unitário;Custo;Custo Unitário;Lucro Unitário
807;MX-2013-166968;2013-10-08;2013-10-15;Classe padrão;AC-10165;Alex Cavalcanti;Varejo;Las Tunas;Las Tunas;Cuba;Caribe;MAT-MA-10002078;Material de escritório;Materiais;Acme Cortador de papel, Industrial;616,0;2;0,0;227,60000000000002;227,60000000000002;Acme;Industrial;Cortador de papel;308,0;388,4;194,2;113,80000000000001
808;MX-2014-169593;2014-10-14;2014-10-19;Segunda classe;JR-15520;Joao Rocha;Varejo;Malambo;Atlántico;Colômbia;Sul;MÓV-MÓ-10003235;Móveis;Móveis ;Eldon Moldura, Embalagem multipack;3101,6000000000004;4;0,0;185,6;185,6;Eldon;Embalagem multipack;Moldura;775,4000000000001;2916,0000000000005;729,0000000000001;46,4
809;MX-2014-133459;2014-09-04;2014-09-08;Classe padrão;CM-12475;Cauã Melo;Varejo;Maceió;Alagoas;Brasil;Sul;MAT-EN-10003354;Material de escritório;Envelopes;Cameo Envelope kraft, Conjunto de 50;540,0;3;0,0;37,8;37,8;Cameo;Conjunto de 50;Envelope kraft;180,0;502,2;167,4;12,6
810;MX-2014-162908;2014-12-04;2014-12-08;Classe padrão;JP-15745;Júlia Pinto;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-PA-10000521;Material de escritório;Papel;Enermax Caderno, Embalagem com 12;1523,2000000000003;7;0,0;365,40000000000003;365,40000000000003;Enermax;Embalagem com 12;Caderno;217,60000000000005;1157,8000000000002;165,40000000000003;52,2
811;MX-2014-162908;2014-12-04;2014-12-08;Classe padrão;JP-15745;Júlia Pinto;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-CO-10004160;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;141,2;2;0,0;12,4;12,4;Stockwell;Tamanhos variados;Percevejo niquelado;70,6;128,79999999999998;64,39999999999999;6,2
812;MX-2014-162908;2014-12-04;2014-12-08;Classe padrão;JP-15745;Júlia Pinto;Varejo;Soyapango;San Salvador;El Salvador;Central;MÓV-ES-10004961;Móveis;Estantes;Safco Estante tradicional, Tradicional;8763,0;3;0,0;3592,7999999999997;3592,7999999999997;Safco;Tradicional;Estante tradicional;2921,0;5170,200000000001;1723,4000000000003;1197,6
813;MX-2012-125227;2012-11-08;2012-11-12;Classe padrão;FR-14245;Felipe Rodrigues;Pequenas e Medias Empresas;Montevidéu;Montevidéu;Uruguai;Sul;MÓV-CA-10004138;Móveis;Cadeiras;Novimex Cadeira de praia, Vermelho;612,8;2;0,0;61,2;61,2;Novimex;Vermelho;Cadeira de praia;306,4;551,5999999999999;275,79999999999995;30,6
814;MX-2013-115210;2013-11-19;2013-11-25;Classe padrão;IL-15220;Isabela Lima;Grande Empresa;Maringá;Paraná;Brasil;Sul;MÓV-CA-10001309;Móveis;Cadeiras;SAFCO Cadeira de praia, Ajustável;1384,8;4;0,0;553,6;553,6;SAFCO;Ajustável;Cadeira de praia;346,2;831,1999999999999;207,79999999999998;138,4
815;US-2013-116925;2013-12-28;2014-01-02;Classe padrão;VC-21265;Vinícius Cunha;Grande Empresa;Valencia;Carabobo;Venezuela;Sul;MÓV-CA-10004196;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Preto;947,04;4;0,4;-316,16000000000014;316,16000000000014;Harbour;Preto;Creations Cadeira de praia;236,76;631,2799999999997;157,81999999999994;79,04000000000003
816;US-2013-116925;2013-12-28;2014-01-02;Classe padrão;VC-21265;Vinícius Cunha;Grande Empresa;Valencia;Carabobo;Venezuela;Sul;MAT-MA-10002428;Material de escritório;Materiais;Acme Cortador de papel, Aço;351,84;2;0,4;-0,1599999999999966;0,1599999999999966;Acme;Aço;Cortador de papel;175,92;352,0799999999999;176,03999999999996;0,0799999999999983
817;US-2013-116925;2013-12-28;2014-01-02;Classe padrão;VC-21265;Vinícius Cunha;Grande Empresa;Valencia;Carabobo;Venezuela;Sul;TEC-TE-10001342;Tecnologia;Telefones;Nokia Carregador, Tamanho real;7648,200000000002;3;0,4;-2167,2000000000007;2167,2000000000007;Nokia;Tamanho real;Carregador;2549,4000000000005;5481,400000000001;1827,1333333333334;722,4000000000002
818;US-2013-116925;2013-12-28;2014-01-02;Classe padrão;VC-21265;Vinícius Cunha;Grande Empresa;Valencia;Carabobo;Venezuela;Sul;MAT-AR-10001356;Material de escritório;Armazenamento;Smead Armários, Metal;789,9599999999999;1;0,4;-474,03999999999996;474,03999999999996;Smead;Metal;Armários;789,9599999999999;316,31999999999994;316,31999999999994;474,03999999999996
819;US-2013-116925;2013-12-28;2014-01-02;Classe padrão;VC-21265;Vinícius Cunha;Grande Empresa;Valencia;Carabobo;Venezuela;Sul;MAT-AR-10000184;Material de escritório;Armazenamento;Tenex Armários, Metal;4877,28;6;0,4;-2845,9199999999996;2845,9199999999996;Tenex;Metal;Armários;812,88;2031,7599999999998;338,6266666666666;474,31999999999994
820;MX-2014-152933;2014-03-21;2014-03-25;Classe padrão;VR-21565;Vitór Rodrigues;Grande Empresa;Matanzas;Matanzas;Cuba;Caribe;MAT-AR-10000276;Material de escritório;Armazenamento;Smead Bandejas, Industrial;1305,6;4;0,0;626,4;626,4;Smead;Industrial;Bandejas;326,4;679,1999999999999;169,79999999999998;156,6
821;MX-2013-110247;2013-07-23;2013-07-25;Primeira classe;EG-13405;Emilly Gomes;Varejo;Puebla;Puebla;México;Norte;MAT-AC-10004744;Material de escritório;Acessórios;Hoover Liquidificador, Preto;3220,0000000000005;5;0,0;836,9999999999999;836,9999999999999;Hoover;Preto;Liquidificador;644,0000000000001;2383,0000000000005;476,6000000000001;167,39999999999998
822;US-2014-110401;2014-05-24;2014-05-29;Classe padrão;JL-15865;Julian Lima;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10002784;Tecnologia;Acessórios;SanDisk Teclado, Durável;326,76;1;0,4;-81,84000000000003;81,84000000000003;SanDisk;Durável;Teclado;326,76;245,31999999999994;245,31999999999994;81,84000000000003
823;MX-2013-122294;2013-12-02;2013-12-06;Classe padrão;FC-14305;Fernanda Correia;Varejo;San Pablo de las Salinas;México;México;Norte;MAT-AR-10003466;Material de escritório;Arte;BIC Marcadores de texto, Metal;403,79999999999995;3;0,0;31,799999999999997;31,799999999999997;BIC;Metal;Marcadores de texto;134,6;371,99999999999994;123,99999999999999;10,6
824;US-2015-102729;2015-06-19;2015-06-23;Classe padrão;CR-12490;Cauã Rocha;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;MAT-PA-10003911;Material de escritório;Papel;Eaton Cadernetas, Multicolorido;121,19999999999999;2;0,4;-60,80000000000001;60,80000000000001;Eaton;Multicolorido;Cadernetas;60,599999999999994;60,79999999999998;30,39999999999999;30,400000000000006
825;US-2015-102729;2015-06-19;2015-06-23;Classe padrão;CR-12490;Cauã Rocha;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;TEC-TE-10002243;Tecnologia;Telefones;Cisco Carregador, Tamanho real;5221,44;2;0,4;-522,1599999999999;522,1599999999999;Cisco;Tamanho real;Carregador;2610,72;4699,679999999999;2349,8399999999997;261,0799999999999
826;MX-2013-152310;2013-12-05;2013-12-10;Classe padrão;LS-17770;Luis Sousa;Varejo;Fortaleza;Ceará;Brasil;Sul;MAT-FI-10000911;Material de escritório;Fichários;Cardinal Divisórias, Econômico;484,0;10;0,0;222,00000000000003;222,00000000000003;Cardinal;Econômico;Divisórias;48,4;262,0;26,2;22,200000000000003
827;US-2014-139283;2014-10-03;2014-10-07;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;Carrefour;Oeste;Haiti;Caribe;MAT-AR-10001754;Material de escritório;Armazenamento;Eldon Armários, Metal;6303,36;8;0,4;-631,0400000000009;631,0400000000009;Eldon;Metal;Armários;787,92;5672,719999999998;709,0899999999998;78,88000000000011
828;US-2014-139283;2014-10-03;2014-10-07;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;Carrefour;Oeste;Haiti;Caribe;MAT-MA-10002708;Material de escritório;Materiais;Fiskars Tesouras, Aço;631,68;7;0,4;-243,32000000000002;243,32000000000002;Fiskars;Aço;Tesouras;90,24;388,7599999999999;55,53714285714284;34,760000000000005
829;US-2014-139283;2014-10-03;2014-10-07;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;Carrefour;Oeste;Haiti;Caribe;MÓV-CA-10003272;Móveis;Cadeiras;Office Star Protetor de piso, Preto;253,56;1;0,4;42,15999999999997;42,15999999999997;Office;Preto;Star Protetor de piso;253,56;211,80000000000004;211,80000000000004;42,15999999999997
830;MX-2013-129021;2013-12-10;2013-12-16;Classe padrão;GB-15010;Gustavo Barbosa;Grande Empresa;Escuintla;Escuintla;Guatemala;Central;MAT-FI-10000581;Material de escritório;Fichários;Ibico Perfurador, Reciclado;821,6;4;0,0;279,2;279,2;Ibico;Reciclado;Perfurador;205,4;542,4000000000001;135,60000000000002;69,8
831;MX-2015-135272;2015-11-06;2015-11-10;Classe padrão;TR-20890;Thaís Rocha;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10003036;Material de escritório;Arte;Crayola Marcador, Azul;321,2;2;0,0;157,2;157,2;Crayola;Azul;Marcador;160,6;164,0;82,0;78,6
832;MX-2015-164105;2015-11-25;2015-11-28;Primeira classe;LG-17335;Livia Gomes;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-ES-10000469;Móveis;Estantes;Dania Biblioteca, Preto;7275,0;5;0,4;1212,0;1212,0;Dania;Preto;Biblioteca;1455,0;6063,4;1212,6799999999998;242,4
833;US-2014-116988;2014-10-29;2014-11-05;Classe padrão;AF-10765;Anna Fernandes;Pequenas e Medias Empresas;Arraiján;Panamá;Panamá;Central;MAT-AR-10001211;Material de escritório;Arte;Stanley Marcador, Azul;266,4;3;0,4;-88,79999999999995;88,79999999999995;Stanley;Azul;Marcador;88,8;178,0;59,333333333333336;29,599999999999984
834;MX-2013-143469;2013-10-24;2013-10-28;Classe padrão;EA-13480;Emily Alves;Pequenas e Medias Empresas;Santos;São Paulo;Brasil;Sul;MÓV-MÓ-10002503;Móveis;Móveis ;Advantus Peso de porta, Durável;1402,0;5;0,0;70,0;70,0;Advantus;Durável;Peso de porta;280,4;1332,0;266,4;14,0
835;MX-2013-143469;2013-10-24;2013-10-28;Classe padrão;EA-13480;Emily Alves;Pequenas e Medias Empresas;Santos;São Paulo;Brasil;Sul;MAT-PA-10002927;Material de escritório;Papel;Green Bar Caderno, Premium;198,6;1;0,0;25,8;25,8;Green;Premium;Bar Caderno;198,6;172,79999999999998;172,79999999999998;25,8
836;MX-2012-109155;2012-12-23;2012-12-28;Classe padrão;LA-17440;Luana Almeida;Grande Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-PA-10003102;Material de escritório;Papel;SanDisk Cadernetas, Premium;226,4;2;0,0;54,0;54,0;SanDisk;Premium;Cadernetas;113,2;172,4;86,2;27,0
837;MX-2012-109155;2012-12-23;2012-12-28;Classe padrão;LA-17440;Luana Almeida;Grande Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-FI-10001984;Material de escritório;Fichários;Cardinal Encadernadora, Reciclado;1002,5999999999999;3;0,0;420,59999999999997;420,59999999999997;Cardinal;Reciclado;Encadernadora;334,2;582,0;194,0;140,2
838;MX-2012-109155;2012-12-23;2012-12-28;Classe padrão;LA-17440;Luana Almeida;Grande Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-ET-10002413;Material de escritório;Etiquetas;Smead Etiquetas para organização de pastas, Ajustável;316,40000000000003;7;0,0;78,39999999999999;78,39999999999999;Smead;Ajustável;Etiquetas para organização de pastas;45,2;238,00000000000006;34,00000000000001;11,2
839;MX-2012-109155;2012-12-23;2012-12-28;Classe padrão;LA-17440;Luana Almeida;Grande Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-PA-10001670;Material de escritório;Papel;Green Bar Papel de pergaminho, Reciclado;774,1999999999998;7;0,0;224,0;224,0;Green;Reciclado;Bar Papel de pergaminho;110,59999999999998;550,1999999999998;78,59999999999998;32,0
840;MX-2015-136560;2015-04-23;2015-04-26;Primeira classe;RL-20005;Renan Lima;Varejo;Antiguo Cuscatlán;La Libertad;El Salvador;Central;TEC-TE-10004040;Tecnologia;Telefones;Apple Caixa de som, Embalagem tipo bulk;2226,4;2;0,0;88,80000000000001;88,80000000000001;Apple;Embalagem tipo bulk;Caixa de som;1113,2;2137,6;1068,8;44,400000000000006
841;MX-2014-112620;2014-09-01;2014-09-05;Classe padrão;EB-13615;Enzo Barros;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-AR-10002543;Material de escritório;Arte;Stanley Marcadores de texto, Embalagem tipo bulk;598,8000000000001;6;0,0;40,800000000000004;40,800000000000004;Stanley;Embalagem tipo bulk;Marcadores de texto;99,80000000000001;558,0000000000001;93,00000000000001;6,800000000000001
842;US-2013-148383;2013-12-27;2013-12-31;Segunda classe;LR-17155;Leonor Rocha;Varejo;Mendoza;Mendoza;Argentina;Sul;TEC-AC-10004046;Tecnologia;Acessórios;Belkin Mouse, Reciclado;462,24;3;0,4;-123,36000000000001;123,36000000000001;Belkin;Reciclado;Mouse;154,08;339,28;113,09333333333332;41,120000000000005
843;MX-2013-161795;2013-09-25;2013-10-01;Classe padrão;VG-21715;Vitoria Gomes;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10003284;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Conjunto de 50;256,67999999999995;3;0,4;38,27999999999997;38,27999999999997;GlobeWeis;Conjunto de 50;Fita dupla face;85,55999999999999;218,79999999999995;72,93333333333332;12,759999999999991
844;MX-2015-135608;2015-10-15;2015-10-22;Classe padrão;MG-18250;Mariana Gomes;Grande Empresa;Guantânamo;Guantânamo;Cuba;Caribe;MÓV-CA-10001401;Móveis;Cadeiras;Novimex Cadeira de praia, Preto;2031,3999999999999;7;0,0;893,1999999999999;893,1999999999999;Novimex;Preto;Cadeira de praia;290,2;1138,1999999999998;162,59999999999997;127,6
845;MX-2013-115693;2013-08-22;2013-08-25;Segunda classe;BR-11200;Beatriz Rocha;Varejo;Puente Alto;Santiago;Chile;Sul;TEC-AC-10002265;Tecnologia;Acessórios;Memorex Cartão de memória, Programável;3458,999999999999;5;0,0;1072,0;1072,0;Memorex;Programável;Cartão de memória;691,7999999999998;2386,999999999999;477,3999999999998;214,4
846;MX-2013-115693;2013-08-22;2013-08-25;Segunda classe;BR-11200;Beatriz Rocha;Varejo;Puente Alto;Santiago;Chile;Sul;MAT-PA-10000500;Material de escritório;Papel;Enermax Papel de pergaminho, Reciclado;102,0;1;0,0;0,0;0,0;Enermax;Reciclado;Papel de pergaminho;102,0;102,0;102,0;0,0
847;MX-2013-115693;2013-08-22;2013-08-25;Segunda classe;BR-11200;Beatriz Rocha;Varejo;Puente Alto;Santiago;Chile;Sul;MAT-EN-10000729;Material de escritório;Envelopes;Kraft Envelope com fecho, Reciclado;51,99999999999999;1;0,0;19,6;19,6;Kraft;Reciclado;Envelope com fecho;51,99999999999999;32,39999999999999;32,39999999999999;19,6
848;MX-2013-115693;2013-08-22;2013-08-25;Segunda classe;BR-11200;Beatriz Rocha;Varejo;Puente Alto;Santiago;Chile;Sul;TEC-TE-10001448;Tecnologia;Telefones;Samsung Carregador, Tamanho real;8499,2;2;0,0;1359,6;1359,6;Samsung;Tamanho real;Carregador;4249,6;7139,6;3569,8;679,8
849;MX-2013-115693;2013-08-22;2013-08-25;Segunda classe;BR-11200;Beatriz Rocha;Varejo;Puente Alto;Santiago;Chile;Sul;MÓV-CA-10003610;Móveis;Cadeiras;Office Star Protetor de piso, Vermelho;877,6;2;0,0;114,0;114,0;Office;Vermelho;Star Protetor de piso;438,8;763,6;381,8;57,0
850;MX-2013-131254;2013-12-04;2013-12-08;Classe padrão;JB-15790;Julian Barbosa;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-EN-10000953;Material de escritório;Envelopes;Ames Malote, Vermelho;648,8;2;0,0;214,0;214,0;Ames;Vermelho;Malote;324,4;434,79999999999995;217,39999999999998;107,0
851;MX-2013-131254;2013-12-04;2013-12-08;Classe padrão;JB-15790;Julian Barbosa;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;TEC-AC-10003371;Tecnologia;Acessórios;Memorex Pen drive, Durável;986,9999999999999;5;0,0;483,0;483,0;Memorex;Durável;Pen drive;197,39999999999998;503,9999999999999;100,79999999999998;96,6
852;MX-2013-131254;2013-12-04;2013-12-08;Classe padrão;JB-15790;Julian Barbosa;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;TEC-TE-10002141;Tecnologia;Telefones;Samsung Caixa de som, Azul;5561,0;5;0,0;222,00000000000003;222,00000000000003;Samsung;Azul;Caixa de som;1112,2;5339,0;1067,8;44,400000000000006
853;MX-2015-101119;2015-09-26;2015-09-30;Classe padrão;JB-15790;Julian Barbosa;Varejo;Celaya;Guanajuato;México;Norte;TEC-CO-10002446;Tecnologia;Copiadoras;Canon Copiadora, Vermelho;1732,1288;1;0,002;465,1288;465,1288;Canon;Vermelho;Copiadora;1732,1288;1267,002;1267,002;465,1288
854;MX-2013-105172;2013-09-07;2013-09-12;Classe padrão;GS-14485;Gabriela Souza;Grande Empresa;Tijuana;Baixa Califórnia;México;Norte;MAT-ET-10000988;Material de escritório;Etiquetas;Smead Etiquetas de envio, Durável;320,0;4;0,0;99,2;99,2;Smead;Durável;Etiquetas de envio;80,0;220,8;55,2;24,8
855;MX-2013-112844;2013-04-10;2013-04-12;Segunda classe;VR-21550;Vitór Rocha;Pequenas e Medias Empresas;Zapopan;Jalisco;México;Norte;TEC-AC-10004115;Tecnologia;Acessórios;Logitech Teclado, Reciclado;1405,1999999999998;3;0,0;27,599999999999998;27,599999999999998;Logitech;Reciclado;Teclado;468,3999999999999;1377,6;459,2;9,2
856;MX-2015-155915;2015-12-06;2015-12-10;Classe padrão;MA-18880;Melissa Azevedo;Varejo;Gómez Palacio;Durango;México;Norte;MAT-ET-10002436;Material de escritório;Etiquetas;Harbour Creations Etiquetas para codificação colorida, Branco;430,0;5;0,0;163,0;163,0;Harbour;Branco;Creations Etiquetas para codificação colorida;86,0;267,0;53,4;32,6
857;MX-2015-155915;2015-12-06;2015-12-10;Classe padrão;MA-18880;Melissa Azevedo;Varejo;Gómez Palacio;Durango;México;Norte;MAT-FI-10000469;Material de escritório;Fichários;Acco Reforço para fichário, Econômico;266,40000000000003;6;0,0;44,400000000000006;44,400000000000006;Acco;Econômico;Reforço para fichário;44,400000000000006;222,00000000000003;37,00000000000001;7,400000000000001
858;MX-2015-155915;2015-12-06;2015-12-10;Classe padrão;MA-18880;Melissa Azevedo;Varejo;Gómez Palacio;Durango;México;Norte;MÓV-CA-10001183;Móveis;Cadeiras;SAFCO Protetor de piso, Vermelho;319,04;1;0,2;71,64;71,64;SAFCO;Vermelho;Protetor de piso;319,04;247,60000000000002;247,60000000000002;71,64
859;MX-2015-155915;2015-12-06;2015-12-10;Classe padrão;MA-18880;Melissa Azevedo;Varejo;Gómez Palacio;Durango;México;Norte;MAT-AR-10000003;Material de escritório;Arte;Boston Marcadores de texto, Tamanhos variados;588,0;4;0,0;158,4;158,4;Boston;Tamanhos variados;Marcadores de texto;147,0;429,6;107,4;39,6
860;MX-2015-155915;2015-12-06;2015-12-10;Classe padrão;MA-18880;Melissa Azevedo;Varejo;Gómez Palacio;Durango;México;Norte;MAT-ET-10001153;Material de escritório;Etiquetas;Harbour Creations Etiquetas jurídicas, Branco;438,0;6;0,0;165,60000000000002;165,60000000000002;Harbour;Branco;Creations Etiquetas jurídicas;73,0;272,4;45,4;27,600000000000005
861;MX-2015-151085;2015-09-03;2015-09-03;No mesmo dia;AC-10885;Arthur Cavalcanti;Varejo;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-ET-10004271;Material de escritório;Etiquetas;Smead Etiquetas removíveis, Durável;406,56;7;0,2;64,95999999999997;64,95999999999997;Smead;Durável;Etiquetas removíveis;58,08;341,8;48,82857142857143;9,279999999999996
862;MX-2015-151085;2015-09-03;2015-09-03;No mesmo dia;AC-10885;Arthur Cavalcanti;Varejo;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-CO-10004160;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;112,96;2;0,2;-15,839999999999998;15,839999999999998;Stockwell;Tamanhos variados;Percevejo niquelado;56,48;97,32;48,66;7,919999999999999
863;MX-2013-135433;2013-09-05;2013-09-10;Classe padrão;DM-12730;Danilo Melo;Varejo;Pindamonhangaba;São Paulo;Brasil;Sul;MÓV-MÓ-10000550;Móveis;Móveis ;Deflect-O Caixa para correspondência, Preto;337,2;2;0,0;3,2;3,2;Deflect-O;Preto;Caixa para correspondência;168,6;334,0;167,0;1,6
864;MX-2013-135433;2013-09-05;2013-09-10;Classe padrão;DM-12730;Danilo Melo;Varejo;Pindamonhangaba;São Paulo;Brasil;Sul;TEC-TE-10001609;Tecnologia;Telefones;Nokia Smart Phone, Embalagem tipo bulk;4108,0;5;0,0;698,0;698,0;Nokia;Embalagem tipo bulk;Smart Phone;821,6;3410,0;682,0;139,6
865;MX-2013-135433;2013-09-05;2013-09-10;Classe padrão;DM-12730;Danilo Melo;Varejo;Pindamonhangaba;São Paulo;Brasil;Sul;MAT-MA-10002657;Material de escritório;Materiais;Stiletto Estilete, Industrial;751,8;3;0,0;345,59999999999997;345,59999999999997;Stiletto;Industrial;Estilete;250,6;406,2;135,4;115,19999999999999
866;MX-2012-140809;2012-05-13;2012-05-13;No mesmo dia;BC-11500;Breno Castro;Varejo;Chinandega;Chinandega;Nicarágua;Central;MAT-FI-10000562;Material de escritório;Fichários;Wilson Jones Encadernadora, Reciclado;986,4000000000001;3;0,0;69,0;69,0;Wilson;Reciclado;Jones Encadernadora;328,8;917,4000000000001;305,8;23,0
867;MX-2012-140809;2012-05-13;2012-05-13;No mesmo dia;BC-11500;Breno Castro;Varejo;Chinandega;Chinandega;Nicarágua;Central;MAT-EN-10002525;Material de escritório;Envelopes;Ames Com lacre, Conjunto de 50;717,0;3;0,0;28,200000000000003;28,200000000000003;Ames;Conjunto de 50;Com lacre;239,0;688,8;229,6;9,4
868;MX-2012-140809;2012-05-13;2012-05-13;No mesmo dia;BC-11500;Breno Castro;Varejo;Chinandega;Chinandega;Nicarágua;Central;MAT-AR-10003722;Material de escritório;Armazenamento;Tenex Pratelheiras, Industrial;1470,4;4;0,0;323,2;323,2;Tenex;Industrial;Pratelheiras;367,6;1147,2;286,8;80,8
869;MX-2012-140809;2012-05-13;2012-05-13;No mesmo dia;BC-11500;Breno Castro;Varejo;Chinandega;Chinandega;Nicarágua;Central;MÓV-CA-10000085;Móveis;Cadeiras;Novimex Banqueta, Preto;5401,0;5;0,0;540,0;540,0;Novimex;Preto;Banqueta;1080,2;4861,0;972,2;108,0
870;MX-2015-125927;2015-09-09;2015-09-14;Classe padrão;VB-21175;Vinicius Barbosa;Grande Empresa;San Martín;Cuscatlán;El Salvador;Central;MAT-AR-10001211;Material de escritório;Arte;Stanley Marcador, Azul;295,99999999999994;2;0,0;59,2;59,2;Stanley;Azul;Marcador;147,99999999999997;236,79999999999995;118,39999999999998;29,6
871;MX-2015-125927;2015-09-09;2015-09-14;Classe padrão;VB-21175;Vinicius Barbosa;Grande Empresa;San Martín;Cuscatlán;El Salvador;Central;MAT-FI-10003405;Material de escritório;Fichários;Ibico Pasta argolada, Transparente;995,9999999999998;10;0,0;358,0;358,0;Ibico;Transparente;Pasta argolada;99,59999999999998;637,9999999999998;63,799999999999976;35,8
872;MX-2013-117723;2013-10-27;2013-11-01;Classe padrão;LS-17365;Livia Santos;Varejo;Cholula;Puebla;México;Norte;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;934,1999999999999;3;0,0;373,20000000000005;373,20000000000005;Memorex;Programável;Teclado numérico;311,4;560,9999999999999;186,99999999999997;124,40000000000002
873;MX-2015-110345;2015-09-04;2015-09-06;Segunda classe;MG-18730;Matheus Goncalves;Varejo;Santiago;Santiago;Chile;Sul;MÓV-ES-10002598;Móveis;Estantes;Safco Par, Preto;2010,8000000000002;2;0,0;361,6;361,6;Safco;Preto;Par;1005,4000000000001;1649,2000000000003;824,6000000000001;180,8
874;MX-2012-152674;2012-06-11;2012-06-17;Classe padrão;DF-12820;Davi Ferreira;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MAT-AC-10003736;Material de escritório;Acessórios;Cuisinart Torradeira, Branco;3440,0000000000005;10;0,0;1684,0;1684,0;Cuisinart;Branco;Torradeira;344,00000000000006;1756,0000000000005;175,60000000000005;168,4
875;MX-2014-158162;2014-07-19;2014-07-23;Classe padrão;BC-10975;Beatrice Costa;Grande Empresa;Caxias do Sul;Rio Grande do Sul;Brasil;Sul;MÓV-ES-10000519;Móveis;Estantes;Sauder Par, Metal;4892,0;5;0,0;929,0;929,0;Sauder;Metal;Par;978,4;3963,0;792,6;185,8
876;MX-2015-151554;2015-11-21;2015-11-21;No mesmo dia;VF-21490;Vitor Ferreira;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-AC-10002057;Material de escritório;Acessórios;Cuisinart Forno, Prata;10780,800000000001;3;0,0;4527,599999999999;4527,599999999999;Cuisinart;Prata;Forno;3593,6000000000004;6253,200000000002;2084,4000000000005;1509,1999999999998
877;MX-2015-151554;2015-11-21;2015-11-21;No mesmo dia;VF-21490;Vitor Ferreira;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-PA-10001169;Material de escritório;Papel;Green Bar Cadernetas, Reciclado;112,4;1;0,0;32,4;32,4;Green;Reciclado;Bar Cadernetas;112,4;80,0;80,0;32,4
878;MX-2015-151554;2015-11-21;2015-11-21;No mesmo dia;VF-21490;Vitor Ferreira;Varejo;Camagüey;Camagüey;Cuba;Caribe;MAT-CO-10000999;Material de escritório;Colchetes;Advantus Clips de papel, Embalagem tipo bulk;186,0;2;0,0;61,2;61,2;Advantus;Embalagem tipo bulk;Clips de papel;93,0;124,8;62,4;30,6
879;MX-2015-151554;2015-11-21;2015-11-21;No mesmo dia;VF-21490;Vitor Ferreira;Varejo;Camagüey;Camagüey;Cuba;Caribe;TEC-CO-10001549;Tecnologia;Copiadoras;Brother Fax, Vermelho;10536,884;5;0,002;4412,884;4412,884;Brother;Vermelho;Fax;2107,3768;6124,002;1224,8004;882,5768
880;MX-2013-134929;2013-04-25;2013-04-30;Classe padrão;LB-16750;Lavinia Barros;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-EN-10004767;Material de escritório;Envelopes;GlobeWeis Envelope kraft, Reciclado;1047,6000000000001;6;0,0;31,200000000000003;31,200000000000003;GlobeWeis;Reciclado;Envelope kraft;174,60000000000002;1016,4000000000001;169,4;5,2
881;MX-2014-142783;2014-05-21;2014-05-23;Segunda classe;IB-15310;Isabella Barbosa;Grande Empresa;Santa Clara;Villa Clara;Cuba;Caribe;MAT-MA-10000848;Material de escritório;Materiais;Elite Tesouras, Industrial;804,9999999999999;5;0,0;88,0;88,0;Elite;Industrial;Tesouras;160,99999999999997;716,9999999999999;143,39999999999998;17,6
